A,10.1.3.142,IP-3-142,,
A,10.1.3.143,IP-3-143,,
A,10.1.3.144,IP-3-144,,
A,10.1.3.145,IP-3-145,,
A,10.1.3.146,IP-3-146,,
A,10.1.3.147,IP-3-147,,
A,10.1.3.148,IP-3-148,,
A,10.1.3.149,IP-3-149,,
A,10.1.3.150,IP-3-150,,
A,10.1.3.151,IP-3-151,,
A,10.1.3.152,IP-3-152,,
A,10.1.3.153,IP-3-153,,
A,10.1.3.154,IP-3-154,,
A,10.1.3.155,IP-3-155,,
A,10.1.3.156,IP-3-156,,
A,10.1.3.157,IP-3-157,,
A,10.1.3.158,IP-3-158,,
A,10.1.3.159,IP-3-159,,
A,10.1.3.160,IP-3-160,,
A,10.1.3.161,IP-3-161,,
A,10.1.3.162,IP-3-162,,
A,10.1.3.163,IP-3-163,,
A,10.1.3.164,IP-3-164,,
A,10.1.3.165,IP-3-165,,
A,10.1.3.166,IP-3-166,,
A,10.1.3.167,IP-3-167,,
A,10.1.3.168,IP-3-168,,
A,10.1.3.169,IP-3-169,,
A,10.1.3.170,IP-3-170,,
A,10.1.3.171,IP-3-171,,
A,10.1.3.172,IP-3-172,,
A,10.1.3.173,IP-3-173,,
A,10.1.3.174,IP-3-174,,
A,10.1.3.175,IP-3-175,,
A,10.1.3.176,IP-3-176,,
A,10.1.3.177,IP-3-177,,
A,10.1.3.178,IP-3-178,,
A,10.1.3.179,IP-3-179,,
A,10.1.3.180,IP-3-180,,
A,10.1.3.181,IP-3-181,,
A,10.1.3.182,IP-3-182,,
A,10.1.3.183,IP-3-183,,
A,10.1.3.184,IP-3-184,,
A,10.1.3.185,IP-3-185,,
A,10.1.3.186,IP-3-186,,
A,10.1.3.187,IP-3-187,,
A,10.1.3.188,IP-3-188,,
A,10.1.3.189,IP-3-189,,
A,10.1.3.190,IP-3-190,,
A,10.1.3.191,IP-3-191,,
A,10.1.3.192,IP-3-192,,
A,10.1.3.193,IP-3-193,,
A,10.1.3.194,IP-3-194,,
A,10.1.3.195,IP-3-195,,
A,10.1.3.196,IP-3-196,,
A,10.1.3.197,IP-3-197,,
A,10.1.3.198,IP-3-198,,
A,10.1.3.199,IP-3-199,,
A,10.1.3.200,IP-3-200,,
A,10.1.3.201,IP-3-201,,
A,10.1.3.202,IP-3-202,,
A,10.1.3.203,IP-3-203,,
A,10.1.3.204,IP-3-204,,
A,10.1.3.205,IP-3-205,,
A,10.1.3.206,IP-3-206,,
A,10.1.3.207,IP-3-207,,
A,10.1.3.208,IP-3-208,,
A,10.1.3.209,IP-3-209,,
A,10.1.3.210,IP-3-210,,
A,10.1.3.211,IP-3-211,,
A,10.1.3.212,IP-3-212,,
A,10.1.3.213,IP-3-213,,
A,10.1.3.214,IP-3-214,,
A,10.1.3.215,IP-3-215,,
A,10.1.3.216,IP-3-216,,
A,10.1.3.217,IP-3-217,,
A,10.1.3.218,IP-3-218,,
A,10.1.3.219,IP-3-219,,
A,10.1.3.220,IP-3-220,,
A,10.1.3.221,IP-3-221,,
A,10.1.3.222,IP-3-222,,
A,10.1.3.223,IP-3-223,,
A,10.1.3.224,IP-3-224,,
A,10.1.3.225,IP-3-225,,
A,10.1.3.226,IP-3-226,,
A,10.1.3.227,IP-3-227,,
A,10.1.3.228,IP-3-228,,
A,10.1.3.229,IP-3-229,,
A,10.1.3.230,IP-3-230,,
A,10.1.3.231,IP-3-231,,
A,10.1.3.232,IP-3-232,,
A,10.1.3.233,IP-3-233,,
A,10.1.3.234,IP-3-234,,
A,10.1.3.235,IP-3-235,,
A,10.1.3.236,IP-3-236,,
A,10.1.3.237,IP-3-237,,
A,10.1.3.238,IP-3-238,,
A,10.1.3.239,IP-3-239,,
A,10.1.3.240,IP-3-240,,
A,10.1.3.241,IP-3-241,,
A,10.1.3.242,IP-3-242,,
A,10.1.3.243,IP-3-243,,
A,10.1.3.244,IP-3-244,,
A,10.1.3.245,IP-3-245,,
A,10.1.3.246,IP-3-246,,
A,10.1.3.247,IP-3-247,,
A,10.1.3.248,IP-3-248,,
A,10.1.3.249,IP-3-249,,
A,10.1.3.250,IP-3-250,,
A,10.1.3.251,IP-3-251,,
A,10.1.3.252,IP-3-252,,
A,10.1.3.253,IP-3-253,,
A,10.1.3.254,IP-3-254,,
